Route stop,Business,Address,Phone,Category,Owned website search status,Raw owned-site candidate,Search evidence
451,Cafe Capistrano,"523 Church Street, Half Moon Bay, CA, 94019",(650) 726-7699,restaurant,ATTEMPTED - no likely owned-site hit,,"Lian Nails in San Francisco, CA 94110 - (415) 6... (chamberofcommerce.com) | Lian Nails - San Francisco, CA 94110 - (415)648-5826 ... (showmelocal.presstelegram.com) | Lian Nails - San Francisco, CA 94110 - The Real Yellow Pages (yellowpages.com) | LIAN NAILS - Updated July 2025 - 26 Photos & 33 Reviews ...Lian Nails - San Francisco, CA - Beauty Salon in San FranciscoLian Nails - 2890 Mission St, San Francisco, CA 94110, USA ... (yelp.com) | Lian Nails - 2890 Mission St, San Francisco, CA 94110, USA ... (maby.us)"
452,Diane's Salon,"3130 Alpine Road, Portola Valley, 94028",(650) 854-6544,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
453,Roger's DELI & DONUTS,"295 East Middlefield Road, Mountain View, CA, 94043",(650) 965-2204,restaurant,ATTEMPTED - search error,,ERROR: No results found.
454,Kens' Hair Stylists & Nails,"3564 Homestead Road, Santa Clara, CA, 95051",(408) 244-7727,hairdresser,ATTEMPTED - no likely owned-site hit,,"El Honduras Restaurant in San Francisco, CA 94110 - 415-341...El Honduras RestaurantGoogle MapsEl Honduras Restaurant - Official MapQuestEl Honduras Restaurant, San Francisco - Menu, Reviews (79 ...El Honduras Restaurant - San Francisco, CA 94110El Honduras Restaurant in San Francisco, CA, Restaurants (chamberofcommerce.com) | El Honduras RestaurantGoogle MapsEl Honduras Restaurant - Official MapQuestEl Honduras Restaurant, San Francisco - Menu, Reviews (79 ...El Honduras Restaurant - San Francisco, CA 94110El Honduras Restaurant in San Francisco, CA, Restaurants (yelp.com) | El Honduras Restaurant - Official MapQuest (mapquest.com) | El Honduras Restaurant, San Francisco - Menu, Reviews (79 ...El Honduras Restaurant - San Francisco, CA 94110El Honduras Restaurant in San Francisco, CA, Restaurants (restaurantji.com) | El Honduras Restaurant - San Francisco, CA 94110 (yellowpages.com)"
455,Classic Homestead Barber,"3545 Homestead Road, Santa Clara, CA, 95051",(408) 841-3685,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
456,Korean Spring,"1062 Kiely Boulevard, Santa Clara, CA, 95051",(408) 985-8808,restaurant,ATTEMPTED - no likely owned-site hit,,"Eco Jewelers - San Francisco, CA 94110 - The Real Yellow Pages (yellowpages.com) | Eco Jewelers 3344 24th St, San Francisco, CA 94110 ... (superpages.com) | Eco Jewelers, 3344 24th St, San Francisco, CA 94110, US ... (mapquest.com) | Eco Jewelers - San Francisco CA 94110 | 415-282-2710 (merchantcircle.com) | Eco Jewelers in San Francisco, CA – Reviews, Hours, and ... (local.yahoo.com)"
457,Lettuce Sandwich Shop,"Coleman Avenue, Santa Clara, California, 95053 (reverse-geocoded approximate)",(408) 844-9400,restaurant,ATTEMPTED - no likely owned-site hit,,"Healthy Nails, 3187 Mission St, San Francisco, CA 94110, US ... (mapquest.com) | Healthy Nails - San Francisco, CA 94110 - Services and Reviews (salondiscover.com) | Healthy Nails - 3187 Mission St, San Francisco, CA 94110 | FreshaHealthy Pedicure Nails - San Francisco, CA 94110Healthy Pedicure Nails - San Francisco, CA 94110 - (415)658 ...Healthy Pedicure Nails San Francisco - San Francisco, CA ... (fresha.com) | Healthy Pedicure Nails - San Francisco, CA 94110 (yellowpages.com) | Healthy Pedicure Nails - San Francisco, CA 94110 - (415)658 ... (showmelocal.com)"
458,M.Y. Salon,"1000 Lafayette Street, Santa Clara, CA, 95050",(408) 260-9108,hairdresser,ATTEMPTED - no likely owned-site hit,,The Best Mexican Restaurant in San Francisco - SF Station (sfstation.com) | The Best Mexican Restaurant in Bay Area - SF Station (sfstation.com) | The Best Restaurants in San Francisco - SF Station (sfstation.com) | The Best Restaurants in Bernal Heights/Mid Mission - SF Station (sfstation.com)
459,Winx,"1190 Homestead Road, Santa Clara, CA, 95050",(408) 799-4069,beauty,ATTEMPTED - search error,,ERROR: No results found.
460,Painted Ivy,"390 North Winchester Boulevard, Santa Clara, CA, 95050",(408) 883-4025,hairdresser,ATTEMPTED - no likely owned-site hit,,"Pacific Collision Care in San Francisco, CA, 94110 - Carwise.com (carwise.com)"
461,CK Salon,"2373 Pruneridge Avenue, Santa Clara, CA, 95050",(408) 609-3105,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
462,Vanna's Hair & Nails,"Pruneridge Avenue, Santa Clara, California, 95050 (reverse-geocoded approximate)",(408) 249-1230,beauty,ATTEMPTED - search error,,ERROR: No results found.
463,TLS Auto Service,"South Kiely Boulevard, San Jose, California, 95117 (reverse-geocoded approximate)",(408) 241-3848,car_repair,ATTEMPTED - search error,,ERROR: No results found.
464,Kokodek Korean Fried Chicken,"385 South Kiely Boulevard, San Jose, CA, 95129",(669) 331-9707,restaurant,ATTEMPTED - no likely owned-site hit,,The Best Food & Drink in San Francisco - SF Station (sfstation.com) | The Best Bakery / Desserts in San Francisco - SF Station (sfstation.com) | The Best Food & Drink in Bay Area - SF Station (sfstation.com)
465,Vogue Salon & Lounge,"2606 Union Avenue, San Jose, CA, 95124",(408) 457-9940,hairdresser,ATTEMPTED - no likely owned-site hit,,"Fiesta Laundromat | (415) 401-7605 | San Francisco - AllBiz (allbiz.com) | Fiesta Laundromat in San Francisco, CA 94110 - 415-401...Fiesta Laundromat - San Francisco, CA (California) - (415 ...FIESTA LAUNDROMAT - Updated April 2026 - 21 Photos & 60 ...Fiesta Laundromat in San Francisco, California 94110 - (415 ...Fiesta Laundromat - San Francisco, CA 94110 - (415)401-7605 ...Fiesta Laundromat - San Francisco, CA 94110 (chamberofcommerce.com) | Fiesta Laundromat - San Francisco, CA (California) - (415 ... (411.info) | FIESTA LAUNDROMAT - Updated April 2026 - 21 Photos & 60 ...Fiesta Laundromat in San Francisco, California 94110 - (415 ...Fiesta Laundromat - San Francisco, CA 94110 - (415)401-7605 ...Fiesta Laundromat - San Francisco, CA 94110 (yelp.com) | Fiesta Laundromat in San Francisco, California 94110 - (415 ... (ibegin.com)"
466,Diamond Shoe Repair,"2614 Union Avenue, San Jose, CA, 95124",(408) 377-4940,tailor,ATTEMPTED - search error,,ERROR: No results found.
467,Harbor Fish & Chips,"2632 Union Avenue, San Jose, CA, 95124",(408) 559-4499,fast_food,ATTEMPTED - no likely owned-site hit,,"El Tepa TaqueriaEl Tepa Taqueria | Mission District > 2198 Folsom Street, San...El Tepa Taqueria in San Francisco, CA 94110 - 415-255...El Tepa Taqueria menu - San Francisco CA 94110 - (415) 255-8372El Tepa Taqueria Menu - San Francisco, CA RestaurantEl Tepa Taqueria Delivery Menu | Order Online | 2198 Folsom ...El Tepa Taqueria Menu – San Francisco, CA (yelp.com) | El Tepa Taqueria | Mission District > 2198 Folsom Street, San... (sanfranciscodowntown.com) | El Tepa Taqueria in San Francisco, CA 94110 - 415-255... (chamberofcommerce.com) | El Tepa Taqueria menu - San Francisco CA 94110 - (415) 255-8372El Tepa Taqueria Menu - San Francisco, CA RestaurantEl Tepa Taqueria Delivery Menu | Order Online | 2198 Folsom ...El Tepa Taqueria Menu – San Francisco, CA (allmenus.com) | El Tepa Taqueria Menu - San Francisco, CA RestaurantEl Tepa Taqueria Delivery Menu | Order Online | 2198 Folsom ...El Tepa Taqueria Menu – San Francisco, CA (menupages.com)"
468,Heartbeat Café,"14392 Union Avenue, San Jose, CA, 95124",(408) 369-9078,restaurant,ATTEMPTED - search error,,ERROR: No results found.
469,Rural Supply,"110 South Santa Cruz Avenue, Los Gatos, CA, 95030",(408) 354-3910,hardware,ATTEMPTED - no likely owned-site hit,,"El Yucateco Bakery 2907 16th St, San Francisco, CA 94103 ... (superpages.com) | El Yucateco in San Francisco, CA 94103 - 415-655... (chamberofcommerce.com) | El Yucateco Bakery - San Francisco, CA 94103 (yellowpages.com) | El Yucateco, San Francisco - Menu, Reviews (31), Photos (44 ... (restaurantji.com) | El Yucateco Bakery, 2907 16th St, San Francisco, CA 94103, US ... (mapquest.com)"
470,T-Bird's Pizza,"444 North Santa Cruz Avenue, Los Gatos, CA, 95030",(408) 395-2525,restaurant,ATTEMPTED - search error,,ERROR: No results found.
471,Mama's Bakery,"473 North Santa Cruz Avenue, Los Gatos, CA, 95030",(408) 206-0282,bakery,ATTEMPTED - no likely owned-site hit,,"Martuni's reviews, photos - The Castro - San Francisco - GayCities... (sanfrancisco.gaycities.com) | San Francisco NightGuide Detail - Martuni's (san.francisco.nightguide.com) | Save on Martuni's Tickets: 2025-26 Promo Code & Seating Info (capitalcitytickets.com) | Martuni's Restaurant Info and Reservations - Table AgentMartuni's - Neighborhood Bar & Drinks | Mission District ...Martuni's reviews, photos - The Castro - San Francisco ...San Francisco NightGuide Detail - Martuni'sSave on Martuni's Tickets: 2025-26 Promo Code & Seating InfoPlaces: Martuni's | San Francisco, California ... - OlderGay.MenBuy Martuni's Tickets in San Francisco, CA at AwesomeSeating (tableagent.com) | Martuni's - Neighborhood Bar & Drinks | Mission District ... (insights.deepfounder.ai)"
472,Bob's Garage,"545 North Santa Cruz Avenue, Los Gatos, CA, 95030",(408) 345-8232,car_repair,ATTEMPTED - no likely owned-site hit,,"Hair Salons in San Francisco, CA — 589 businesses | Mainstreetly (mainstreetly.ai)"
473,Orange Coast Title,"652 North Santa Cruz Avenue, Los Gatos, CA, 95030",(408) 827-4950,lawyer,ATTEMPTED - search error,,ERROR: No results found.
474,Preferred Image of Los Gatos,"663 Industrial Way, Los Gatos, CA, 95030",(408) 354-7673,car_repair,ATTEMPTED - search error,,ERROR: No results found.
475,Two Pesos Taqueria,"1452 Pollard Road, Los Gatos, CA, 95032",(408) 866-4354,restaurant,ATTEMPTED - no likely owned-site hit,,The Best Restaurants in San Francisco - SF Station (sfstation.com) | The Best Chinese Restaurant in Bay Area - SF Station (sfstation.com) | The Best Restaurants in Noe Valley - SF Station (sfstation.com)
476,Campbell Everyday Smog - Star Station,"1533 West Campbell Avenue, 95008",(408) 378-8899,car_repair,ATTEMPTED - search error,,ERROR: No results found.
477,Formosa Aroma,"5205 Prospect Road, San Jose, CA, 95129",(408) 207-2740,cafe,RAW HIT REVIEWED - not confirmed owned site,https://www.episodesalon.com/,"EPISODE SALON & SPA - Updated May 2026 - 421 Photos & 345 ...Episode Salon & Spa - San FranciscoEpisode Salon & Spa in San Francisco, CA 94114 - 415-641...Episode Salon & Spa - San Francisco, CA 94114Episode Salon & Spa - 1360 Church St, San Francisco, CA 94114 ...Episode Salon & Spa - 1360 Church St, San Francisco, CA 94114 ...Episode Salon & Spa, 1360 Church St, San Francisco, CA 94114 ... (yelp.com) | Episode Salon & Spa - San Francisco (episodesalon.com)"
478,Amatos Cheesesteaks,"1162 Saratoga Avenue, San Jose, 95117",(408) 246-3818,fast_food,ATTEMPTED - no likely owned-site hit,,"Hair Salons in San Francisco, CA — 589 businesses | Mainstreetly (mainstreetly.ai)"
479,Synergy Personal Training,"1130 Saratoga Avenue, San Jose, CA, 95129",(408) 247-2903,fitness_centre,ATTEMPTED - no likely owned-site hit,,"BRUNO HAIR DESIGN - Updated May 2026 - YelpBRUNO'S HAIR DESIGN - San Francisco CA - Hours, Directions ...Bruno's Hair Design - 19 Reviews - Beauty in San Francisco ...Bruno Hair Design - San Francisco, CA 94114Bruno Hair Design in San-Francisco, 597 Castro St - LocalmintBruno Hair Design – San Francisco, 597 Castro St (19 reviews ...Bruno Hair Design, 597 Castro St, San Francisco, CA 94114, US ... (yelp.com) | BRUNO'S HAIR DESIGN - San Francisco CA - Hours, Directions ... (loc8nearme.com) | Bruno's Hair Design - 19 Reviews - Beauty in San Francisco ... (reviews.birdeye.com) | Bruno Hair Design - San Francisco, CA 94114Bruno Hair Design in San-Francisco, 597 Castro St - LocalmintBruno Hair Design – San Francisco, 597 Castro St (19 reviews ...Bruno Hair Design, 597 Castro St, San Francisco, CA 94114, US ... (yellowpages.com) | Bruno Hair Design in San-Francisco, 597 Castro St - Localmint (localmint.com)"
480,Goody Goody,"1080 Saratoga Avenue, San Jose, CA, 95129",(669) 342-7776,pet,ATTEMPTED - search error,,ERROR: No results found.
481,Kiely 2 Wash & Dry,"975 Saratoga Avenue, San Jose, CA, 95129",(408) 252-2423,laundry,ATTEMPTED - no likely owned-site hit,,"Citizen Clothing in San Francisco, CA 94114 - (415) 5... (chamberofcommerce.com) | Citizen Clothing - San Francisco, CA 94114 - The Real Yellow ... (yellowpages.com) | Citizen Clothing Inc. - LinkedIn (linkedin.com) | Citizen reviews, photos - CLOSED - The Castro - San Francisco ... (sanfrancisco.gaycities.com) | Citizen Clothing Map - Clothing store - San Francisco ... (mapcarta.com)"
482,What the Falafel,"991 Saratoga Avenue, San Jose, CA, 95129",(408) 253-1111,restaurant,ATTEMPTED - search error,,ERROR: No results found.
483,Royal Skincare & Hair Design,"5163 Moorpark Avenue, San Jose, CA, 95129",(408) 893-5832,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
484,Nails A-1,"5175 Moorpark Avenue, San Jose, 95129",(408) 253-4663,beauty,ATTEMPTED - no likely owned-site hit,,"Hair Salons in San Francisco, CA — 589 businesses | Mainstreetly (mainstreetly.ai)"
485,"Family & Cosmetic Dentistry Ellen Peng, D.d.s.","19668 Stevens Creek Boulevard, 95014",(408) 257-8838,dentist,ATTEMPTED - no likely owned-site hit,,"Hair Salons in San Francisco, CA — 589 businesses | Mainstreetly (mainstreetly.ai)"
486,Calihair,"20387 Stevens Creek Boulevard, Cupertino, CA, 95014",(408) 873-7661,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
487,Hummingbird Day Spa,"10601 South De Anza Boulevard, Cupertino, CA, 95014-4451",(408) 320-1558,beauty,ATTEMPTED - no likely owned-site hit,,"Hair Salons in San Francisco, CA — 589 businesses | Mainstreetly (mainstreetly.ai)"
488,"Dental Specialties Institute, Inc","10393 Torre Avenue, Cupertino, CA, 95014",(408) 578-2074,dentist,RAW HIT REVIEWED - not confirmed owned site,https://www.mainstreetly.ai/san-francisco-ca/dry-cleaners/,"Best Dry Cleaners in San Francisco, CA — 195... | Mainstreetly (mainstreetly.ai)"
489,"John K. S. Tong, D.D.S.","10311 South De Anza Boulevard, Cupertino, CA, 95014-3028",(408) 996-8000,dentist,ATTEMPTED - search error,,ERROR: No results found.
490,Lee & Associates,"10311 South De Anza Boulevard, Cupertino, CA, 95014-3028",(408) 343-0111,dentist,RAW HIT REVIEWED - not confirmed owned site,https://www.surrealyouhairdesign.com/contact-us,CONTACT US - Surreal you site (surrealyouhairdesign.com)
491,Sushi Kuni,"10211 South De Anza Boulevard, Cupertino, CA, 95014-3007",(408) 257-5864,restaurant,ATTEMPTED - no likely owned-site hit,,"Lisa's Lash - San Francisco, CA 94122 - The Real Yellow Pages (yellowpages.com) | LISA’S LASH - Updated May 2026 - 201 Photos & 33 Reviews ...Reverse Phone Lookup | Identify Callers & Verify NumbersLISA'S LASH - San Francisco CA - Hours, Directions, Reviews ...Lisa's Lash, 600 Irving St, San Francisco, CA 94122, US ...Lisa's Lash in San Francisco, CA 94131 - 415-282... (yelp.com) | Reverse Phone Lookup | Identify Callers & Verify NumbersLISA'S LASH - San Francisco CA - Hours, Directions, Reviews ...Lisa's Lash, 600 Irving St, San Francisco, CA 94122, US ...Lisa's Lash in San Francisco, CA 94131 - 415-282... (peoplefinders.com) | LISA'S LASH - San Francisco CA - Hours, Directions, Reviews ... (loc8nearme.com) | Lisa's Lash, 600 Irving St, San Francisco, CA 94122, US ... (mapquest.com)"
492,The X-Pot,"20950 Stevens Creek Boulevard, Cupertino, 95014-2122",(408) 703-3247,restaurant,ATTEMPTED - no likely owned-site hit,,"Hair Salons in San Francisco, CA — 589 businesses | Mainstreetly (mainstreetly.ai)"
493,Tasty Pizza,"21000 Stevens Creek Boulevard, Cupertino, CA, 95014",(408) 816-8800,fast_food,ATTEMPTED - search error,,ERROR: No results found.
494,Bento Express,"1677 Hollenbeck Avenue, 94087",(408) 720-0072,fast_food,ATTEMPTED - no likely owned-site hit,,"Salon J in San Francisco, CA 94122 - (415) 5... (chamberofcommerce.com) | SALON J - Updated April 2026 - 87 Reviews - 634 Irving St ...Salon J - San Francisco, CA 94122 - The Real Yellow PagesSalon J, 634 Irving St, San Francisco, CA 94122, US - MapQuestSalon J, San Francisco, CA - Reviews (36), Photos (15 ...Salon J - 634 Irving St, San Francisco, CA 94122 | FreshaSalon J - Inner Sunset, San Francisco, California 94122-2402 ... (yelp.com) | Salon J - San Francisco, CA 94122 - The Real Yellow Pages (yellowpages.com) | Salon J, 634 Irving St, San Francisco, CA 94122, US - MapQuest (mapquest.com) | Salon J, San Francisco, CA - Reviews (36), Photos (15 ... (bestprosintown.com)"
495,Super Burrito,"1671 Hollenbeck Avenue, Sunnyvale, 94087",(408) 737-7791,fast_food,ATTEMPTED - search error,,ERROR: No results found.
496,Pearly Bright Dental,"1110 Sunnyvale-Saratoga Road, Sunnyvale, California, 94087 (reverse-geocoded approximate)",(408) 736-6688,dentist,ATTEMPTED - search error,,ERROR: No results found.
497,Thai pepper cuisine,"103 East Fremont Avenue, Sunnyvale, 94087",(408) 739-7717,restaurant,ATTEMPTED - search error,,ERROR: No results found.
498,Rajjot Sweets and Snacks,"1234 South Wolfe Road, Sunnyvale, 94086",(408) 730-5510,restaurant,ATTEMPTED - search error,,ERROR: No results found.
499,T&K Barber & Hairstyling,"938 East El Camino Real, Sunnyvale, CA, 94087",(408) 739-8960,hairdresser,ATTEMPTED - search error,,ERROR: No results found.
500,Jang Tu,1012 East El Camino Real,(408) 245-5720,restaurant,ATTEMPTED - search error,,ERROR: No results found.
501,Hair Focus,"1026 East El Camino Real, Sunnyvale, CA, 94087",(408) 732-1475,hairdresser,ATTEMPTED - no likely owned-site hit,,"Hair Salons in San Francisco, CA — 589 businesses | Mainstreetly (mainstreetly.ai)"
502,Rama V Thai Cuisine,1028 East El Camino Real,(408) 738-2177,restaurant,ATTEMPTED - search error,,ERROR: No results found.
503,Griffin Upholstery,1062 East El Camino Real,(408) 249-1360,car_repair,ATTEMPTED - search error,,ERROR: No results found.
504,Paredes Auto Works,1062 East El Camino Real,(408) 244-1800,car_repair,ATTEMPTED - no likely owned-site hit,,"Best Dry Cleaners in San Francisco, CA — 195... | Mainstreetly (mainstreetly.ai)"
505,Cheun Joo Young Yamg Dol Sot,"3519 El Camino Real, Santa Clara, CA, 95051",(408) 244-4002,restaurant,ATTEMPTED - no likely owned-site hit,,Yummy Yummy Vietnamese San Francisco CA Restaurant opening... (openingtimes.co) | 【吃】 Yummy Yummy Phở 越南粉好好吃 (San Francisco) | PIXNET (justinetin.pixnet.net)
