Route stop,Business,Address,Phone,Category,Google query,Owned website search status,Owned website found,Evidence
526,Tony's Pizza,820 Willow Road,(650) 853-0860,restaurant,"""Tony's Pizza"" ""(650) 853-0860"" official website",ATTEMPTED - no likely owned-site hit,,"Tony's Pizza Menlo Park - View Menu & Order Online - 820 Willow Rd... (slicelife.com) [directory/profile domain] | TONY'S PIZZA, Menlo Park - Photos & Restaurant... - Tripadvisor (tripadvisor.com) [directory/profile domain] | Tony’s Pizza Menlo Park: Fresh, Delicious Pizzas and Friendly Service (tonys-pizza-menlo-park.restaurants-world.com) [domain does not match business name tokens] | Tony’s Pizza, Менло-Парк - Меню, цены и отзывы о ресторане (ru.restaurantguru.com) [directory/profile domain] | Tonys Pizza Willimantic | TikTok (tiktok.com) [directory/profile domain] | Tony’s Pizza in Menlo Park, CA 94025 - 650-853... (chamberofcommerce.com) [directory/profile domain]"
527,Markstyle,"Willow Road, Menlo Park, California, 94301 (reverse-geocoded approximate)",(650) 325-4075,hairdresser,"""Markstyle"" ""Menlo Park"" ""(650) 325-4075"" official website",ATTEMPTED - no likely owned-site hit,,"Markstyle Barbershop - Menlo Park, CA 94025 - The Real Yellow ...Markstyle Barber Shop in Menlo Park, CAMarkstyle Barbershop - Menlo Park, CAMarkstyle Barbershop, 828 Willow Rd, Menlo Park, CA 94025, US ...Map and Directions to Markstyle Barbershop in Menlo Park, CA ...Barbers in San Jose, CA | Markstyle Barber Salon and Beauty SalonMarkstyle Barbershop - 85 Reviews - Barbers in Menlo Park, CA ... (yellowpages.com) [directory/profile domain] | Markstyle Barber Shop in Menlo Park, CA (barbershops.net) [directory/profile domain] | Markstyle Barbershop - Menlo Park, CAMarkstyle Barbershop, 828 Willow Rd, Menlo Park, CA 94025, US ...Map and Directions to Markstyle Barbershop in Menlo Park, CA ...Barbers in San Jose, CA | Markstyle Barber Salon and Beauty SalonMarkstyle Barbershop - 85 Reviews - Barbers in Menlo Park, CA ... (yelp.com) [directory/profile domain] | Markstyle Barbershop, 828 Willow Rd, Menlo Park, CA 94025, US ... (mapquest.com) [directory/profile domain] | Map and Directions to Markstyle Barbershop in Menlo Park, CA ... (merchantcircle.com) [domain does not match business name tokens] | Barbers in San Jose, CA | Markstyle Barber Salon and Beauty Salon (cityof.com) [domain does not match business name tokens]"
528,Nina's Nails & Hair,891 Hamilton Avenue,(650) 324-3978,hairdresser,"""Nina's Nails & Hair"" ""(650) 324-3978"" official website",ATTEMPTED - no likely owned-site hit,,"Nina's Nails & Hair 891 Hamilton Ave, Menlo Park, CA 94025 ... (superpages.com) [directory/profile domain] | Nina's Nails & Hair - ilookbetter.com (ilookbetter.com) [domain does not match business name tokens] | Nina's Nails & Hair - Menlo Park, CA 94025 - The Real Yellow ... (yellowpages.com) [directory/profile domain] | Nina's Nails & Hair - CLOSED, 891 Hamilton Ave, Menlo Park ... (mapquest.com) [directory/profile domain] | Nice Nails Spa | Nail Salon in San Carlos, CA 94070 (nicenailssancarlos.com) [domain does not match business name tokens] | Nice Nails | San Carlos CA - Facebook (facebook.com) [directory/profile domain]"
529,Mi Taqueria,875 Hamilton Avenue,(650) 289-0451,restaurant,"""Mi Taqueria"" ""(650) 289-0451"" official website",ATTEMPTED - no likely owned-site hit,,"MI TAQUERIA, Menlo Park - Restaurant Reviews, Photos... - Tripadvisor (tripadvisor.com) [directory/profile domain] | (650) 289-0XXX Palo Alto, CA Phone Book + (650) 289-0XXX Phone... (callersmart.com) [domain does not match business name tokens] | Best 30 Mexican Restaurants in Menlo Park... | The Real Yellow Pages (yellowpages.com) [directory/profile domain] | Mexican Restaurants | Menlo Park, CA - Manta.com (manta.com) [directory/profile domain] | Menlo Park, California Mexican... - localmexicanrestaurants.net (localmexicanrestaurants.net) [domain does not match business name tokens] | Restaurants Open In Menlo Park During Covid-19 (lifestylesiliconvalley.com) [domain does not match business name tokens]"
530,J&J Hawaiian Barbeque,"1170 Alma Street, 94025",(650) 323-6137,restaurant,"""J&J Hawaiian Barbeque"" ""(650) 323-6137"" official website",ATTEMPTED - no likely owned-site hit,,"Ohana Hawaiian BBQ (ohanahawaiianbarbecue.com) [no location/phone confirmation] | Best hawaiian near San Carlos, CA 94070 - YelpHome | L&L Hawaiian BBQOrder Authentic Asian Online | L&L Hawaiian Barbecue - Pickup ...Home - MISSION BBQThe Best Places to Eat Barbeque near San Carlos, CA - 2026 ...Order L&L Hawaiian Barbecue - San Jose, CA Menu Delivery ... (yelp.com) [directory/profile domain] | Home | L&L Hawaiian BBQ (lnlbbq.com) [domain does not match business name tokens] | Order Authentic Asian Online | L&L Hawaiian Barbecue - Pickup ... (llhawaiianbbq.com) [no location/phone confirmation] | The Best Places to Eat Barbeque near San Carlos, CA - 2026 ... (restaurantji.com) [directory/profile domain] | Order L&L Hawaiian Barbecue - San Jose, CA Menu Delivery ... (doordash.com) [directory/profile domain]"
531,Simpson's Barber Shop,1181,(650) 853-9913,hairdresser,"""Simpson's Barber Shop"" ""(650) 853-9913"" official website",ATTEMPTED - no likely owned-site hit,,"Simpson's Family Barber Shop in Menlo Park, CA (barbershops.net) [directory/profile domain] | Simpsons Family Barber Shop in Menlo Park, CA 94025 - (650) 8... (chamberofcommerce.com) [directory/profile domain] | Simpson's Family Barber Shop, Menlo Park, CA - WhereOrgSimpsons Family Barber Shop - Menlo Park, CA 94025Simpson's Family Barber Shop | Menlo Park CA - FacebookSimpsons Family Barber Shop Menlo Park CA, 94025 - MantaSIMPSONS FAMILY BARBER SHOP Menlo Park CA, 94025 - Company ... (whereorg.com) [directory/profile domain] | Simpsons Family Barber Shop - Menlo Park, CA 94025Simpson's Family Barber Shop | Menlo Park CA - FacebookSimpsons Family Barber Shop Menlo Park CA, 94025 - MantaSIMPSONS FAMILY BARBER SHOP Menlo Park CA, 94025 - Company ... (yellowpages.com) [directory/profile domain] | SIMPSONS FAMILY BARBER SHOP Menlo Park CA, 94025 - Company ... (start.cortera.com) [domain does not match business name tokens] | Simpson's Family Barber Shop | Menlo Park CA - Facebook (facebook.com) [directory/profile domain]"
532,Park Avenue Salon and Spa,"609 Santa Cruz Avenue, Menlo Park, CA, 94025",(650) 328-6311,beauty,"""Park Avenue Salon and Spa"" ""Menlo Park"" ""(650) 328-6311"" official website",ATTEMPTED - no likely owned-site hit,,"Park Avenue Salon & Spa - Downtown Menlo Park - Menlo Park, CA (foursquare.com) [directory/profile domain]"
533,LaMigliore Salon,"644 Santa Cruz Avenue, Menlo Park, CA, 94025",(650) 321-1100,beauty,"""LaMigliore Salon"" ""Menlo Park"" ""(650) 321-1100"" official website",ATTEMPTED - no likely owned-site hit,,"Home - La Migliore Salon | Menlo Park, CA (lamiglioresalon.com) [page/search text does not match business name] | La Migliore Salon - Menlo Park, CA 94025 - The Real Yellow Pages (yellowpages.com) [directory/profile domain] | La Migliore Aveda Concept Salon - Menlo Park, CA 94025 ...La Migliore Aveda Concept Salon - Menlo Park, CALa Migliore Salon - shop.aveda.comAveda in Menlo Park, CA - Hours & Locations - Chamber of CommerceLA MIGLIORE AVEDA CONCEPT SALON - Menlo Park CA - Hours ... (salondiscover.com) [directory/profile domain] | La Migliore Aveda Concept Salon - Menlo Park, CALa Migliore Salon - shop.aveda.comAveda in Menlo Park, CA - Hours & Locations - Chamber of CommerceLA MIGLIORE AVEDA CONCEPT SALON - Menlo Park CA - Hours ... (yelp.com) [directory/profile domain] | La Migliore Salon - shop.aveda.com (shop.aveda.com) [domain does not match business name tokens] | Aveda in Menlo Park, CA - Hours & Locations - Chamber of Commerce (chamberofcommerce.com) [directory/profile domain]"
534,Sky Nails,"1059 Crane Street, Menlo Park, CA, 94025",(650) 462-0836,beauty,"""Sky Nails"" ""Menlo Park"" ""(650) 462-0836"" official website",ATTEMPTED - no likely owned-site hit,,"Sky Nails Menlo - 1059 Crane St - 650-462-0836 (skynailmenlo.com) [domain does not match business name tokens] | Sky Nails in Menlo Park, CA 94025 - 650-462... (chamberofcommerce.com) [directory/profile domain] | Sky Nails Menlo - Menlo Park, CA - YelpSKY NAILS - Menlo Park CA - Hours, Directions, Reviews ...Sky Nails - Menlo Park, CA (California) - (650) 462-0836 ...SKY NAILS MENLO | Menlo Park CA - FacebookSky Nails Menlo in Menlo Park, CA – Reviews, Hours, and ... (yelp.com) [directory/profile domain] | SKY NAILS - Menlo Park CA - Hours, Directions, Reviews ... (loc8nearme.com) [directory/profile domain] | Sky Nails - Menlo Park, CA (California) - (650) 462-0836 ... (411.info) [domain does not match business name tokens] | SKY NAILS MENLO | Menlo Park CA - Facebook (facebook.com) [directory/profile domain]"
535,Turfside Grille,3151,(650) 362-4109,restaurant,"""Turfside Grille"" ""(650) 362-4109"" official website",ATTEMPTED - no likely owned-site hit,,"Turfside Grille Restaurant Map Location - Palo Alto, California (latlong.net) [domain does not match business name tokens] | BAYSIDE SPORTS BAR & GRILLE (baysidefmb.com) [domain does not match business name tokens] | F1 - The Official Home of Formula 1® Racing (formula1.com) [domain does not match business name tokens] | 5th Avenue, San Mateo CCD (callejero-california.openalfa.com) [domain does not match business name tokens] | SMC - Home | County of San Mateo, CA (smcgov.org) [domain does not match business name tokens] | San Carlos, CA (cityofsancarlos.org) [domain does not match business name tokens]"
536,Las Parrillas,"Semicircular Road, North Fair Oaks, California, 94027 (reverse-geocoded approximate)",(650) 369-2040,restaurant,"""Las Parrillas"" ""North Fair Oaks"" ""(650) 369-2040"" official website",ATTEMPTED - no likely owned-site hit,,"Middlefield Road Business Directory | North Fair Oaks Community (dev.nfoc.nimbusdesign.com) [domain does not match business name tokens] | North Fai r Oaks Cafe (us.a-better-place.com) [domain does not match business name tokens] | PYLOS - Updated May 2026 - 251 Photos & 181 Reviews - YelpLas Parrillas Restaurant, Menlo Park - 3284 Middlefield Rd ...PYLOS Menu – San Carlos, CALas Parrillas, 3284 Middlefield Rd, Menlo Park, CA 94025, US ...Las Parrillas Restaurant, Menlo Park - Menu, Reviews (63 ...Las Parrillas Restaurant - Menlo Park, CA 94025 (yelp.com) [directory/profile domain] | Las Parrillas Restaurant, Menlo Park - 3284 Middlefield Rd ... (us.sluurpy.com) [domain does not match business name tokens] | Las Parrillas, 3284 Middlefield Rd, Menlo Park, CA 94025, US ... (mapquest.com) [directory/profile domain] | Las Parrillas Restaurant, Menlo Park - Menu, Reviews (63 ... (restaurantji.com) [directory/profile domain]"
537,Tere's Boutique,3270,(650) 364-0239,clothes,"""Tere's Boutique"" ""(650) 364-0239"" official website",ATTEMPTED - no likely owned-site hit,,"Tere's Boutique in Menlo Park, CA 94025 - 650-364... (chamberofcommerce.com) [directory/profile domain] | Tere's Boutique Company Profile: Phone, Address, Employees ... (prospectb2b.com) [domain does not match business name tokens] | Tere's Boutique - Menlo Park, CA 94025 - The Real Yellow PagesTERE'S BOUTIQUE - 3270 Middlefield Rd, Menlo Park CA 94025 ...Tere's Boutique, Menlo Park, CA - 3270 Middlefield Rd ...TERE’S BOUTIQUE - Updated May 2026 - 3270 Middlefield Rd ...Tere's Boutique in Menlo Park, CA – Reviews, Hours, and ... (yellowpages.com) [directory/profile domain] | TERE'S BOUTIQUE - 3270 Middlefield Rd, Menlo Park CA 94025 ... (loc8nearme.com) [directory/profile domain] | Tere's Boutique, Menlo Park, CA - 3270 Middlefield Rd ... (whereorg.com) [directory/profile domain] | TERE’S BOUTIQUE - Updated May 2026 - 3270 Middlefield Rd ... (yelp.com) [directory/profile domain]"
538,Rocio Alvizar,3227,(650) 365-1949,dentist,"""Rocio Alvizar"" ""(650) 365-1949"" official website",ATTEMPTED - no likely owned-site hit,,"Alvizar Rocio DDS - Redwood City, California Sonrisas MVDental (mvdental.es) [domain does not match business name tokens] | Alvizar Rocio DDS - Redwood City, California Visión y Bienestar (millenniumoptics.es) [domain does not match business name tokens]"
539,Vico's Beauty Salon,3225,(650) 257-3156,beauty,"""Vico's Beauty Salon"" ""(650) 257-3156"" official website",ATTEMPTED - no likely owned-site hit,,"Vicos Beauty Salon - Menlo Park, CA 94025 - The Real Yellow PagesVicos Beauty Salon | (650) 257-3165 | Menlo Park, CaliforniaVicos Beauty Salon in Menlo Park, CA 94025 - 650-257...Whitepages: Find People, Phone Numbers & AddressesReverse Phone Lookup | Identify Callers & Verify NumbersFree Reverse Phone Lookup - Cell Phone or Landline | Spy DialerWhatsApp Web (yellowpages.com) [directory/profile domain] | Vicos Beauty Salon | (650) 257-3165 | Menlo Park, California (bizarchive.com) [domain does not match business name tokens] | Vicos Beauty Salon in Menlo Park, CA 94025 - 650-257... (chamberofcommerce.com) [directory/profile domain] | Reverse Phone Lookup | Identify Callers & Verify NumbersFree Reverse Phone Lookup - Cell Phone or Landline | Spy DialerWhatsApp Web (peoplefinders.com) [domain does not match business name tokens] | Free Reverse Phone Lookup - Cell Phone or Landline | Spy Dialer (spydialer.com) [domain does not match business name tokens] | Whitepages: Find People, Phone Numbers & Addresses (whitepages.com) [directory/profile domain]"
540,Amparo's Shoe Repair,3205,(650) 575-8691,shoes,"""Amparo's Shoe Repair"" ""(650) 575-8691"" official website",ATTEMPTED - no likely owned-site hit,,"(650) 575-8XXX Palo Alto, CA Phone Book + (650) 575-8XXX Phone... (callersmart.com) [domain does not match business name tokens] | Amparo's Shoe Repair in Menlo Park, CA – Reviews ... - Yahoo (local.yahoo.com) [directory/profile domain] | Amparo's Shoe Repair - Menlo Park - 3367 Middlefield Rd (resource.stopwaste.org) [domain does not match business name tokens] | AMPARO’S SHOE REPAIR - Updated March 2026 - 28 Reviews - Yelp (yelp.ca) [domain does not match business name tokens] | Amparo's Shoe Repair, 3367 Middlefield Rd, Menlo Park, CA ... (mapquest.com) [directory/profile domain] | Amparo's Shoe Repair Menlo Park CA 3367 Middlefield Rd View ... (shoestores-usa.com) [domain/name match; phone=True; city=False; address_tokens=0] | Reclassified as no hit: directory/listing domain, not an owned website."
541,Zessy's Beauty Salon,3149,(650) 207-9292,beauty,"""Zessy's Beauty Salon"" ""(650) 207-9292"" official website",ATTEMPTED - no likely owned-site hit,,"Zessy's Beauty Salon - Redwood City, California Esencias de Narci (narcisorodriguez.es) [domain does not match business name tokens] | Business Directory | County of San Mateo, CA (smcgov.org) [domain does not match business name tokens]"
542,Hometown Noodles,3153,(650) 367-0657,restaurant,"""Hometown Noodles"" ""(650) 367-0657"" official website",ATTEMPTED - no likely owned-site hit,,"Location - Hometown Noodle (hometownnoodle.com) [no location/phone confirmation] | Hometown Noodle - Menu - Geocities Archive (oocities.org) [domain does not match business name tokens] | HOMETOWN NOODLE - Updated May 2026 - 321 Photos & 687 ... - YelpHometown Noodle Restaurant Redwood City - mymenuweb.comHometown Noodle - FacebookHometown Noodle - Home - Geocities.wsHometown Noodle Restaurant, Redwood City - Menu, Reviews (132 ... (yelp.com) [directory/profile domain] | Hometown Noodle Restaurant Redwood City - mymenuweb.com (mymenuweb.com) [directory/profile domain] | Hometown Noodle - Facebook (facebook.com) [directory/profile domain] | Hometown Noodle - Home - Geocities.ws (geocities.ws) [domain does not match business name tokens]"
