Route stop,Business,Address,Phone,Category,Accepted profile link,Profile link search status,Profile link search evidence
648,Homestead,"19th Street, San Francisco, California, 94110 (reverse-geocoded approximate)",(415) 282-4663,bar,https://www.yelp.com/biz/the-homestead-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
649,El Tepa,2198 Folsom Street,(415) 255-8372,restaurant,https://www.yelp.com/biz/el-tepa-taqueria-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
650,La Barberhood,2275 Mission Street,(415) 933-5601,hairdresser,https://booksy.com/en-us/479881_la-barberhood_barber-shop_134715_san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
651,Clean Cut,2263 Mission Street,(415) 757-0780,hairdresser,https://booksy.com/en-us/304929_clean-cut-barbershop_barber-shop_134715_san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
652,District Tea,"2154 Mission Street, San Francisco, CA, 94110-1247",(415) 638-6134,cafe,https://www.facebook.com/districtteasf/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
653,De Angelis,573 Valencia Street,(415) 861-9800,furniture,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
654,Alhamra,3083 16th Street,(415) 621-3935,fast_food,https://www.yelp.com/biz/alhamra-san-francisco-5?start=60,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
655,Ramen Izakaya Goku,"3232 16th Street, San Francisco, 94103",+1 415 9340321;+1 415 9313118,restaurant,https://www.yelp.com/biz/ramen-izakaya-goku-san-francisco-3?start=50,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
656,500 Club,"500 Guerrero Street, San Francisco, CA, 94110",(415) 861-2500,bar,https://www.yelp.com/biz/the-500-club-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
657,Java Supreme,"703 Guerrero Street, San Francisco, CA, 94110",(415) 647-2530,cafe,https://www.yelp.com/biz/java-supreme-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
658,Angelica's Hair Salon,"963 Valencia Street, San Francisco",(415) 970-1546,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
659,Little Kite Asian Fusion,3515 20th Street,(415) 285-4926,restaurant,https://www.facebook.com/kite415/menu/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
660,Ambaro,2365 Mission Street,(415) 240-6173,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
661,Fiesta Laundromat,"898 South Van Ness Avenue, 94110",(415) 401-7605,laundry,https://www.yelp.com/biz/fiesta-laundromat-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
662,Pan Lido Salvadoreno,"3147 22nd Street, San Francisco, CA, 94110",(415) 282-3350,bakery,https://www.yelp.com/biz/pan-lido-salvadoreno-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
663,El Trebol,"3149 22nd Street, San Francisco, CA, 94110",(415) 647-5774,bar,https://www.yelp.com/biz/el-trebol-sports-bar-san-francisco-2?override_cta=Request+information,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
664,Eyebrow Star,2651A Mission Street,(415) 301-8558,beauty,https://www.yelp.com/biz/eyebrow-star-beauty-and-brows-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
665,Esperpento,"3295 22nd Street, San Francisco, CA",(415) 282-8867,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
666,Hillside Laundromat,3451 22nd Street,(510) 473-5367,laundry,https://www.facebook.com/Hillside-Laundromat-183632311682998/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
667,Dumpling Kitchen,"3913 24th Street, San Francisco, CA, 94114",(415) 282-4969,restaurant,https://www.yelp.com/biz/dumpling-kitchen-castro-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
668,Noe Bagels,"3933 24th Street, San Francisco, CA, 94114",(415) 643-9634,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
669,Of Barbers and Bears,"4137 1/2 24th Street, San Francisco",(510) 415-6098,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
670,Choice Yakiniku,"5214A Diamond Heights Boulevard, San Francisco, CA, 94131",(415) 206-9755,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
671,Jenny's Hair Salon,1235 Noriega Street,(415) 242-0168,hairdresser,https://www.yelp.com/biz/jennys-hair-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
672,Be Salon,"1306 Noriega Street, San Francisco, CA, 94122",(415) 926-2227,beauty,https://www.yelp.com/biz/be-salon-san-francisco-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
673,SF Nail Spa,"1324 Noriega Street, San Francisco, CA, 94122",(415) 564-5581,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
674,Noodle Stop,"1325 Noriega Street, San Francisco, CA, 94122",(415) 753-6688,cafe,https://www.yelp.com/biz/noodle-stop-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
675,Thái Nghiệp Ký Mì Gia,1427 Noriega Street,(415) 682-8528,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
676,Neon Shade,1500 Noriega Street,(415) 753-2368,hairdresser,https://www.yelp.com/biz/neon-shade-hair-fashion-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
677,Top Design Beauty Salon,"1551 Noriega Street, San Francisco, CA, 94122",(415) 566-1182,hairdresser,https://www.yelp.com/biz/top-design-beauty-salon-san-francisco-8,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
678,C & W Tailoring,1622 Noriega Street,(415) 661-9998,tailor,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
679,Top Design Beauty Salon,1836 Lawton Street,(415) 518-1092,beauty,https://www.yelp.com/biz/top-design-beauty-salon-san-francisco-8,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
680,All Bay Properties,1313 24th Avenue,(415) 298-9888,estate_agent,https://www.instagram.com/thebayproperties/,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
681,City Cuts,"2324 Irving Street, San Francisco, CA, 94122",(415) 564-7678,hairdresser,https://www.yelp.com/biz/city-cuts-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
682,Sunny WheatField Cafe,"2305 Irving Street, San Francisco, CA, 94122",(415) 681-1988,bakery,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
683,Happy Bakery / Dim Sum To Go,"2249;2253 Irving Street, San Francisco, CA, 94122",+1 415-661-8261; +1 415-661-1386,cafe,https://www.yelp.com/biz/happy-bakery-san-francisco-2,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
684,Bon Beauty Salon,"2230 Irving Street, San Francisco, CA, 94122",(415) 665-7282,hairdresser,https://www.yelp.com/biz/p-and-r-beauty-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
685,Steam Rice Roll King,"2228 Irving Street, San Francisco, CA, 94122",(415) 571-8739,restaurant,https://www.yelp.com/biz/steam-rice-roll-king-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
686,Guangdong Barbecue Restaurant,"2191 Irving Street, San Francisco, CA, 94122",(415) 731-9948,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
687,Quê Huong Vietnamese Deli,"2138 Irving Street, San Francisco, CA, 94122",(415) 682-3828,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
688,Salon de Hong Kong,"2100 Irving Street, San Francisco, CA, 94122",(415) 759-1899,beauty,https://www.yelp.com/biz/salon-de-hong-kong-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
689,Modern Design Salon,"2027 Irving Street, San Francisco, CA, 94122",(415) 753-0363,beauty,https://www.yelp.com/biz/modern-design-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
690,Salon 828,"2004 Irving Street, San Francisco, CA, 94122",(415) 665-1788,hairdresser,https://www.yelp.com/biz/salon-828-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
691,"Randall W. Tom, DDS","1268 20th Avenue, San Francisco, CA, 94122",(415) 681-4291,dentist,https://www.yelp.com/biz/randall-tom-dds-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
692,PPQ (Phở Phú Quốc) Beef Noodle House,"1816 Irving Street, San Francisco, CA, 94122",(415) 661-8869,restaurant,https://www.yelp.com/biz/pho-phu-quoc-ppq-beef-noodle-house-restaurant-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
693,TopCuts,"1642A Irving Street, San Francisco, CA, 94122",(415) 802-3832,hairdresser,https://www.yelp.com/biz/topcuts-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
694,T T Nail Spa Waxing,"1654 Irving Street, San Francisco, CA, 94122",(415) 564-5286,hairdresser,https://www.yelp.com/biz/tt-nail-spa-waxing-san-francisco-3,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
695,Unique Beauty,"1648A Irving Street, San Francisco, CA, 94122",(415) 941-8437,beauty,https://www.yelp.com/biz/unique-beauty-san-francisco-3?override_cta=Request+pricing+&+availability,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
696,Lola Milo Salon,"1645 Irving Street, San Francisco, CA, 94122",(415) 810-1550,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
697,Carol Yee Insurance Agency,"1629 Irving Street, San Francisco, CA, 94122",(415) 661-1331,insurance,https://www.yelp.com/biz/carol-yee-insurance-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
698,Yoma Cafe,"1518 Irving Street, San Francisco, CA, 94122",(415) 742-4360,fast_food,https://www.yelp.com/biz/yoma-cafe-san-francisco-5,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
699,Friendly Cuts,"1505 Irving Street, San Francisco, CA, 94122",(415) 665-1368,beauty,https://www.yelp.com/biz/friendly-cuts-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
700,Mai Ling Hair Design,"1112 Irving Street, San Francisco, CA, 94122",(415) 566-5330,hairdresser,https://www.yelp.com/biz/mai-ling-hair-design-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
701,Irving Subs and Cheese Shop,"1298 12th Avenue, San Francisco, CA, 94122",(415) 566-3155,fast_food,https://www.yelp.com/biz/irving-subs-san-francisco-4,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
702,Ben Salon,"1098 Irving Street, San Francisco, CA, 94122",(415) 570-1715,hairdresser,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
703,Yummy Yummy,"1015 Irving Street, San Francisco, CA, 94122",(415) 566-4722,restaurant,https://www.yelp.com/biz/yummy-yummy-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
704,Social Cleaning Laundromat,"1001 Irving Street, San Francisco, CA, 94122",(415) 287-7773,laundry,https://www.yelp.com/biz/social-cleaning-laundromat-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
705,High Touch Nail Salon,"954 Irving Street, San Francisco, CA, 94122",(415) 566-1368,beauty,https://www.yelp.com/biz/high-touch-nail-and-salon-san-francisco,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
706,Avenue Dental,"926 Irving Street, San Francisco, CA, 94122",(415) 564-9888,dentist,https://www.yelp.com/biz/avenue-dental-san-francisco?start=20,ACCEPTED - profile link in final CSV,Validated third-party profile link is present in final CSV.
707,Accent on Beauty,"924 Irving Street, San Francisco, CA, 94122",(415) 731-3097,beauty,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
708,New Eritrean Restaurant & Bar,"907 Irving Street, San Francisco, CA, 94122",(415) 681-1288,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
709,Qing Shu,"816 Irving Street, San Francisco, CA, 94122",(415) 702-6255,restaurant,,SEARCHED - no high-confidence profile link found,No high-confidence Yelp/Booksy/social profile link was retained.
